ID;Conflict_Year;Conflict_Month;Conflict_Week;Conflict_Day;Event_Date;Micro_Level_Name;N_of_Event;Micro_Level_ID;Meso_Level_ID;Macro_Level_ID;Mega_Level_ID;Calender_Year;Calender_Month;Calender_Week;Calender_Week_Day;Calender_Season;Mega_Level_Name;Macro_Level_Name;Macro_Level_Geographical_Location;Macro_Level_Latitude;Macro_Level_Longitude;Meso_Level_Name;Meso_Level_Important_Location;Meso_Level_Geographical_Location;Meso_Level_Longitude;Meso_Level_Latitude;Meso_Level_MINURSO_control
Z00S1MR1C1;1;1;1;1;13/11/2020;;;Z00;S1;MR1;C1;2020;11;46;Friday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;2;2;14/11/2020;;;Z00;S1;MR1;C1;2020;11;46;Saturday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;3;3;15/11/2020;;;Z00;S1;MR1;C1;2020;11;47;Sunday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;4;16/11/2020;;;Z00;S1;MR1;C1;2020;11;47;Monday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;5;5;17/11/2020;;;Z00;S1;MR1;C1;2020;11;47;Tuesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;6;6;18/11/2020;;;Z00;S1;MR1;C1;2020;11;47;Wednesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;7;7;19/11/2020;;;Z00;S1;MR1;C1;2020;11;47;Thursday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;2;8;20/11/2020;;;Z00;S1;MR1;C1;2020;11;47;Friday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;2;9;21/11/2020;;;Z00;S1;MR1;C1;2020;11;47;Saturday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;2;10;22/11/2020;;;Z00;S1;MR1;C1;2020;11;48;Sunday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;2;11;23/11/2020;;;Z00;S1;MR1;C1;2020;11;48;Monday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;2;12;24/11/2020;;;Z00;S1;MR1;C1;2020;11;48;Tuesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;2;13;25/11/2020;;;Z00;S1;MR1;C1;2020;11;48;Wednesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;2;14;26/11/2020;;;Z00;S1;MR1;C1;2020;11;48;Thursday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;3;15;27/11/2020;;;Z00;S1;MR1;C1;2020;11;48;Friday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;3;16;28/11/2020;;;Z00;S1;MR1;C1;2020;11;48;Saturday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;3;17;29/11/2020;;;Z00;S1;MR1;C1;2020;11;49;Sunday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;3;18;30/11/2020;;;Z00;S1;MR1;C1;2020;11;49;Monday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;3;19;01/12/2020;;;Z00;S1;MR1;C1;2020;12;49;Tuesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;3;19;02/12/2020;;;Z00;S1;MR1;C1;2020;12;49;Wednesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;3;21;03/12/2020;;;Z00;S1;MR1;C1;2020;12;49;Thursday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;22;04/12/2020;;;Z00;S1;MR1;C1;2020;12;49;Friday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;23;05/12/2020;;;Z00;S1;MR1;C1;2020;12;49;Saturday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;24;06/12/2020;;;Z00;S1;MR1;C1;2020;12;50;Sunday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;25;07/12/2020;;;Z00;S1;MR1;C1;2020;12;50;Monday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;26;08/12/2020;;;Z00;S1;MR1;C1;2020;12;50;Tuesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;26;08/12/2020;;;Z00;S1;MR1;C1;2020;12;50;Tuesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;27;09/12/2020;;;Z00;S1;MR1;C1;2020;12;50;Wednesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;28;10/12/2020;;;Z00;S1;MR1;C1;2020;12;50;Thursday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;29;11/12/2020;;;Z00;S1;MR1;C1;2020;12;50;Friday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;29;11/12/2020;;;Z00;S1;MR1;C1;2020;12;50;Friday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;1;4;30;12/12/2020;;;Z00;S1;MR1;C1;2020;12;50;Saturday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;1;1;13/12/2020;;;Z00;S1;MR1;C1;2020;12;51;Sunday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;1;2;14/12/2020;;;Z00;S1;MR1;C1;2020;12;51;Monday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;1;3;15/12/2020;;;Z00;S1;MR1;C1;2020;12;51;Tuesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;1;4;16/12/2020;;;Z00;S1;MR1;C1;2020;12;51;Wednesday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;1;5;17/12/2020;;;Z00;S1;MR1;C1;2020;12;51;Thursday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;1;6;18/12/2020;;;Z00;S1;MR1;C1;2020;12;51;Friday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;1;7;19/12/2020;;;Z00;S1;MR1;C1;2020;12;51;Saturday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;2;8;20/12/2020;;;Z00;S1;MR1;C1;2020;12;52;Sunday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;2;9;21/12/2020;;;Z00;S1;MR1;C1;2020;12;52;Monday;Autumn;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;2;10;22/12/2020;;;Z00;S1;MR1;C1;2020;12;52;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;2;11;23/12/2020;;;Z00;S1;MR1;C1;2020;12;52;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;2;12;24/12/2020;;;Z00;S1;MR1;C1;2020;12;52;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;2;13;25/12/2020;;;Z00;S1;MR1;C1;2020;12;52;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;2;14;26/12/2020;;;Z00;S1;MR1;C1;2020;12;52;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;3;15;27/12/2020;;;Z00;S1;MR1;C1;2020;12;53;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;3;16;28/12/2020;;;Z00;S1;MR1;C1;2020;12;53;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;3;17;29/12/2020;;;Z00;S1;MR1;C1;2020;12;53;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;3;18;30/12/2020;;;Z00;S1;MR1;C1;2020;12;53;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;3;19;31/12/2020;;;Z00;S1;MR1;C1;2020;12;53;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;3;19;31/12/2020;;;Z00;S1;MR1;C1;2020;12;53;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;3;20;01/01/2021;;;Z00;S1;MR1;C1;2021;1;1;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;3;21;02/01/2021;;;Z00;S1;MR1;C1;2021;1;1;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;22;03/01/2021;;;Z00;S1;MR1;C1;2021;1;2;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;23;04/01/2021;;;Z00;S1;MR1;C1;2021;1;2;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;24;05/01/2021;;;Z00;S1;MR1;C1;2021;1;2;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;25;06/01/2021;;;Z00;S1;MR1;C1;2021;1;2;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;26;07/01/2021;;;Z00;S1;MR1;C1;2021;1;2;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;27;08/01/2021;;;Z00;S1;MR1;C1;2021;1;2;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;28;09/01/2021;;;Z00;S1;MR1;C1;2021;1;2;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;29;10/01/2021;;;Z00;S1;MR1;C1;2021;1;3;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;30;11/01/2021;;;Z00;S1;MR1;C1;2021;1;3;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;2;4;31;12/01/2021;;;Z00;S1;MR1;C1;2021;1;3;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;1;1;13/01/2021;;;Z00;S1;MR1;C1;2021;1;3;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;1;2;14/01/2021;;;Z00;S1;MR1;C1;2021;1;3;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;1;3;15/01/2021;;;Z00;S1;MR1;C1;2021;1;3;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;1;4;16/01/2021;;;Z00;S1;MR1;C1;2021;1;3;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;1;5;17/01/2021;;;Z00;S1;MR1;C1;2021;1;4;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;1;6;18/01/2021;;;Z00;S1;MR1;C1;2021;1;4;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;1;7;19/01/2021;;;Z00;S1;MR1;C1;2021;1;4;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;2;8;20/01/2021;;;Z00;S1;MR1;C1;2021;1;4;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;2;9;21/01/2021;;;Z00;S1;MR1;C1;2021;1;4;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;2;10;22/01/2021;;;Z00;S1;MR1;C1;2021;1;4;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;2;11;23/01/2021;;;Z00;S1;MR1;C1;2021;1;4;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;2;12;24/01/2021;;;Z00;S1;MR1;C1;2021;1;5;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;2;13;25/01/2021;;;Z00;S1;MR1;C1;2021;1;5;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;2;14;26/01/2021;;;Z00;S1;MR1;C1;2021;1;5;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;3;15;27/01/2021;;;Z00;S1;MR1;C1;2021;1;5;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;3;16;28/01/2021;;;Z00;S1;MR1;C1;2021;1;5;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;3;17;29/01/2021;;;Z00;S1;MR1;C1;2021;1;5;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;3;18;30/01/2021;;;Z00;S1;MR1;C1;2021;1;5;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;3;19;31/01/2021;;;Z00;S1;MR1;C1;2021;1;6;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;3;20;01/02/2021;;;Z00;S1;MR1;C1;2021;2;6;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;3;21;02/02/2021;;;Z00;S1;MR1;C1;2021;2;6;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;22;03/02/2021;;;Z00;S1;MR1;C1;2021;2;6;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;23;04/02/2021;;;Z00;S1;MR1;C1;2021;2;6;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;24;05/02/2021;;;Z00;S1;MR1;C1;2021;2;6;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;25;06/02/2021;;;Z00;S1;MR1;C1;2021;2;6;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;26;07/02/2021;;;Z00;S1;MR1;C1;2021;2;7;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;27;08/02/2021;;;Z00;S1;MR1;C1;2021;2;7;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;28;09/02/2021;;;Z00;S1;MR1;C1;2021;2;7;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;29;10/02/2021;;;Z00;S1;MR1;C1;2021;2;7;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;30;11/02/2021;;;Z00;S1;MR1;C1;2021;2;7;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;3;4;31;12/02/2021;;;Z00;S1;MR1;C1;2021;2;7;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;1;1;13/02/2021;;;Z00;S1;MR1;C1;2021;2;7;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;1;2;14/02/2021;;;Z00;S1;MR1;C1;2021;2;8;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;1;3;15/02/2021;;;Z00;S1;MR1;C1;2021;2;8;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;1;4;16/02/2021;;;Z00;S1;MR1;C1;2021;2;8;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;1;5;17/02/2021;;;Z00;S1;MR1;C1;2021;2;8;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;1;6;18/02/2021;;;Z00;S1;MR1;C1;2021;2;8;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;1;7;19/02/2021;;;Z00;S1;MR1;C1;2021;2;8;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;2;8;20/02/2021;;;Z00;S1;MR1;C1;2021;2;8;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;2;9;21/02/2021;;;Z00;S1;MR1;C1;2021;2;9;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;2;10;22/02/2021;;;Z00;S1;MR1;C1;2021;2;9;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;2;11;23/02/2021;;;Z00;S1;MR1;C1;2021;2;9;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;2;12;24/02/2021;;;Z00;S1;MR1;C1;2021;2;9;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;2;13;25/02/2021;;;Z00;S1;MR1;C1;2021;2;9;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;2;14;26/02/2021;;;Z00;S1;MR1;C1;2021;2;9;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;3;15;27/02/2021;;;Z00;S1;MR1;C1;2021;2;9;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;3;16;28/02/2021;;;Z00;S1;MR1;C1;2021;2;10;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;3;17;01/03/2021;;;Z00;S1;MR1;C1;2021;3;10;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;3;18;02/03/2021;;;Z00;S1;MR1;C1;2021;3;10;Tuesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;3;19;03/03/2021;;;Z00;S1;MR1;C1;2021;3;10;Wednesday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;3;20;04/03/2021;;;Z00;S1;MR1;C1;2021;3;10;Thursday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;3;21;05/03/2021;;;Z00;S1;MR1;C1;2021;3;10;Friday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;4;22;06/03/2021;;;Z00;S1;MR1;C1;2021;3;10;Saturday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;4;23;07/03/2021;;;Z00;S1;MR1;C1;2021;3;11;Sunday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
Z00S1MR1C1;1;4;4;24;08/03/2021;;;Z00;S1;MR1;C1;2021;3;11;Monday;Winter;Morocco;Oued Daraa;North;12.163962°W;26.588070°N;Aaga;Aaga;North;9.226982°W;28.592624°N;No
